shot_id,shot_made_flag
1,0.305411428213
8,0.404707282782
17,0.461102545261
20,0.708383738995
33,0.316633731127
34,0.509999454021
35,0.46290320158
36,0.404907822609
37,0.657178342342
38,0.356025397778
45,0.385515421629
50,0.330812096596
55,0.297394961119
60,0.291576802731
66,0.304921329021
67,0.284253388643
71,0.360981822014
80,0.277569204569
85,0.345038175583
86,0.662058949471
95,0.636119663715
104,0.387133479118
113,0.35558027029
123,0.336150377989
126,0.900113165379
133,0.532232820988
141,0.273238658905
144,0.452284276485
150,0.610776662827
152,0.430090099573
153,0.632647693157
156,0.384883135557
159,0.901370167732
165,0.627063751221
172,0.452579110861
182,0.927154958248
192,0.370052933693
193,0.631983160973
196,0.342364490032
202,0.341774612665
210,0.335892409086
211,0.478570401669
228,0.944379031658
257,0.41015663743
260,0.401785731316
264,0.377525448799
267,0.510665178299
279,0.947274386883
282,0.458204984665
293,0.358696728945
299,0.888594806194
300,0.540351986885
301,0.795312047005
317,0.309613347054
327,0.402875065804
328,0.278717547655
335,0.425622403622
346,0.799896240234
348,0.324187070131
365,0.380856990814
390,0.558117508888
391,0.526406049728
392,0.778290987015
397,0.352967828512
418,0.400971591473
428,0.315278202295
434,0.594415605068
439,0.528208076954
440,0.455483227968
456,0.377306938171
459,0.313982874155
472,0.423624783754
480,0.292179822922
491,0.363845765591
497,0.387867391109
509,0.382102698088
511,0.511230647564
523,0.25365409255
533,0.47166287899
544,0.420004785061
546,0.361786931753
555,0.701509177685
558,0.383401751518
560,0.352136135101
573,0.350899040699
591,0.402533352375
596,0.332913041115
597,0.391941547394
601,0.634463846684
605,0.473545104265
617,0.336154580116
628,0.302008867264
634,0.389341950417
646,0.328187704086
649,0.416923195124
651,0.699181377888
654,0.897608578205
656,0.478432506323
657,0.483425498009
669,0.337011694908
670,0.922046422958
693,0.636176645756
694,0.303330093622
699,0.398091167212
711,0.365076184273
718,0.344118177891
722,0.34914124012
723,0.387994408607
725,0.740827858448
734,0.352776557207
735,0.419329017401
737,0.779463410378
746,0.297835528851
747,0.659267365932
766,0.358028769493
767,0.345472514629
771,0.267440646887
773,0.280138492584
774,0.429442077875
783,0.303057819605
784,0.397748351097
789,0.292834401131
792,0.453843742609
804,0.315835565329
809,0.373622685671
812,0.359877407551
813,0.430113017559
817,0.319767415524
820,0.311753153801
825,0.36473184824
826,0.350252062082
829,0.364546865225
855,0.439411401749
859,0.663677036762
862,0.338078230619
870,0.404622912407
876,0.335696846247
880,0.339736282825
886,0.977657675743
889,0.944684743881
891,0.401904582977
897,0.974615037441
902,0.33273422718
903,0.366742432117
908,0.346359401941
909,0.402906090021
920,0.291020750999
922,0.372061938047
924,0.535805583
932,0.358523249626
934,0.374723315239
937,0.3343937397
941,0.316533088684
943,0.353216201067
950,0.408883184195
952,0.305970072746
954,0.92233145237
963,0.413655102253
975,0.382769465446
979,0.3510594666
981,0.406481683254
983,0.222666218877
985,0.500075638294
989,0.430990964174
995,0.397370874882
998,0.356153726578
1008,0.284234791994
1019,0.575790822506
1023,0.459053069353
1026,0.347525984049
1029,0.691393911839
1034,0.934421479702
1036,0.736711859703
1038,0.343550026417
1039,0.566262364388
1051,0.461798876524
1052,0.288145631552
1066,0.301081717014
1087,0.317613452673
1092,0.273548692465
1094,0.879566431046
1098,0.396872401237
1099,0.379267275333
1102,0.347601771355
1118,0.375396579504
1131,0.307398229837
1133,0.741693258286
1135,0.952468693256
1138,0.476526588202
1139,0.902939021587
1142,0.397100478411
1151,0.349555850029
1152,0.382350772619
1155,0.475758701563
1165,0.328411966562
1167,0.920644819736
1172,0.369891911745
1174,0.647596359253
1180,0.464078247547
1200,0.420504719019
1202,0.415117204189
1227,0.597608089447
1228,0.565185129642
1229,0.32269731164
1237,0.399502426386
1241,0.382099032402
1256,0.262214630842
1279,0.421760618687
1293,0.252966225147
1295,0.302547901869
1319,0.716636717319
1320,0.364603459835
1321,0.877148389816
1322,0.760162830353
1334,0.262505412102
1351,0.707116961479
1373,0.349472492933
1375,0.370271712542
1380,0.42368376255
1382,0.633201301098
1385,0.471358984709
1399,0.351768195629
1403,0.899872422218
1428,0.247415825725
1434,0.269872933626
1444,0.952934801579
1448,0.340332567692
1466,0.924449563026
1476,0.385574549437
1478,0.384794294834
1485,0.375062823296
1491,0.573955237865
1494,0.713707029819
1500,0.359279334545
1501,0.652338683605
1503,0.441271662712
1519,0.579730153084
1524,0.354117482901
1529,0.72310757637
1533,0.602265655994
1538,0.980844259262
1539,0.445027410984
1546,0.534283697605
1555,0.355061620474
1559,0.406159073114
1563,0.718592822552
1565,0.677248179913
1574,0.336853891611
1591,0.344154179096
1594,0.259104847908
1605,0.242212966084
1611,0.417797058821
1614,0.353318691254
1620,0.420170456171
1626,0.310878396034
1630,0.417883813381
1632,0.377709150314
1634,0.324296563864
1643,0.325058937073
1651,0.431062728167
1655,0.366781890392
1658,0.292354732752
1659,0.406019508839
1665,0.353471785784
1675,0.35464066267
1680,0.709648489952
1690,0.380102008581
1696,0.328470796347
1714,0.299105763435
1721,0.414776593447
1726,0.434824764729
1728,0.377614766359
1734,0.365116924047
1735,0.316541641951
1740,0.377542316914
1744,0.887735307217
1747,0.31273907423
1752,0.324028849602
1763,0.682276546955
1765,0.717312157154
1769,0.346962213516
1785,0.762271285057
1787,0.356359481812
1788,0.412409067154
1793,0.301733881235
1800,0.365053802729
1825,0.460375905037
1826,0.639441132545
1834,0.315033435822
1843,0.407743543386
1844,0.398270368576
1848,0.30522364378
1849,0.352003723383
1860,0.342248886824
1863,0.33910381794
1875,0.621105015278
1883,0.378773450851
1890,0.436575680971
1892,0.396009087563
1893,0.422772318125
1897,0.354055166245
1905,0.468628317118
1908,0.611206710339
1931,0.339003235102
1940,0.860298514366
1943,0.407955825329
1947,0.197405189276
1965,0.63968372345
1967,0.503818392754
1968,0.41814532876
1972,0.77696865797
1982,0.338481426239
1985,0.36769220233
2005,0.781439483166
2010,0.820813417435
2021,0.368446528912
2024,0.729187846184
2036,0.421857357025
2043,0.706352174282
2047,0.604385495186
2049,0.480478733778
2055,0.31644743681
2065,0.468209117651
2066,0.330288082361
2070,0.334664553404
2077,0.90973585844
2085,0.630533516407
2095,0.657908797264
2097,0.627163290977
2108,0.381319582462
2112,0.521927654743
2113,0.557448685169
2122,0.247816637158
2139,0.408401042223
2144,0.566678524017
2146,0.301964312792
2148,0.20595420897
2149,0.667542636395
2157,0.329308211803
2159,0.322953730822
2168,0.392115950584
2176,0.317220985889
2178,0.609448969364
2181,0.266151040792
2187,0.871178090572
2188,0.313284337521
2190,0.287273257971
2194,0.350916713476
2197,0.305150359869
2214,0.372605234385
2217,0.188499465585
2222,0.467473179102
2223,0.31399539113
2226,0.334270507097
2230,0.583710551262
2240,0.423719197512
2247,0.364617824554
2250,0.34598121047
2259,0.474224328995
2262,0.354207098484
2266,0.334413588047
2305,0.36810863018
2310,0.326376587152
2313,0.353701412678
2319,0.93442440033
2320,0.832994580269
2345,0.3219640553
2350,0.666698336601
2356,0.388235747814
2360,0.634042322636
2370,0.435632705688
2386,0.346888899803
2398,0.357233315706
2414,0.671304523945
2435,0.724833786488
2439,0.45386838913
2446,0.734875321388
2458,0.302718579769
2465,0.294752627611
2466,0.386640638113
2470,0.308810710907
2495,0.711532950401
2501,0.307785660028
2507,0.31183642149
2533,0.130689784884
2537,0.371789634228
2538,0.277937710285
2541,0.290950894356
2542,0.74167406559
2544,0.808126449585
2554,0.227243244648
2555,0.227784380317
2565,0.437971562147
2575,0.680611491203
2586,0.459971964359
2588,0.42461001873
2594,0.681080341339
2617,0.412834942341
2618,0.32016274333
2623,0.978627741337
2631,0.492172271013
2640,0.279719918966
2642,0.794359385967
2647,0.378856778145
2663,0.451613932848
2664,0.32768419385
2676,0.418180912733
2680,0.941154301167
2681,0.418890029192
2691,0.346757113934
2693,0.389998435974
2695,0.404897809029
2704,0.254974931479
2708,0.364264369011
2709,0.972868442535
2717,0.795661330223
2722,0.406739592552
2728,0.329104781151
2732,0.736991465092
2743,0.356739014387
2752,0.311963945627
2757,0.704377233982
2761,0.317968994379
2769,0.238583385944
2771,0.274761289358
2774,0.354300826788
2776,0.3651663661
2781,0.289864271879
2793,0.32270181179
2799,0.326768189669
2803,0.3082511127
2811,0.355038911104
2818,0.26747494936
2824,0.523015618324
2828,0.790788948536
2829,0.394767791033
2830,0.381503522396
2842,0.70446485281
2847,0.68098628521
2848,0.29622516036
2868,0.354971557856
2870,0.278081923723
2885,0.233520597219
2886,0.376509577036
2889,0.455258220434
2903,0.367330014706
2904,0.67151260376
2918,0.869749248028
2919,0.302499443293
2922,0.357204288244
2923,0.323610305786
2931,0.278787344694
2945,0.372277021408
2955,0.394449025393
2957,0.610599517822
2960,0.678591609001
2963,0.265459001064
2966,0.862373948097
2972,0.614178657532
2974,0.324602067471
2982,0.259097129107
2984,0.420001596212
3016,0.38529714942
3021,0.296968221664
3023,0.836893081665
3025,0.394016414881
3029,0.286242365837
3034,0.665709257126
3038,0.286008834839
3040,0.435263961554
3051,0.822863698006
3062,0.296892285347
3069,0.370566785336
3071,0.2874789536
3076,0.938874900341
3079,0.302260518074
3081,0.278478890657
3082,0.381482928991
3084,0.941894888878
3098,0.368513792753
3104,0.389914780855
3105,0.503879904747
3114,0.748715639114
3118,0.371163219213
3122,0.285627573729
3132,0.258319020271
3138,0.358325570822
3141,0.401629924774
3156,0.63984310627
3162,0.66513967514
3167,0.333037883043
3170,0.390489459038
3171,0.251632720232
3172,0.37650001049
3176,0.97563791275
3180,0.467104703188
3189,0.319397777319
3198,0.298450857401
3206,0.385209977627
3215,0.305741995573
3222,0.623302280903
3228,0.348522007465
3229,0.279687583447
3232,0.27846840024
3233,0.247587054968
3238,0.373962134123
3256,0.389301925898
3264,0.476745933294
3273,0.353699147701
3275,0.683515429497
3285,0.403364360332
3289,0.236430257559
3294,0.284287720919
3306,0.382890969515
3311,0.73408138752
3318,0.336704105139
3322,0.69499027729
3324,0.353810995817
3334,0.612745404243
3341,0.417135894299
3345,0.284978896379
3346,0.9323772192
3352,0.280053555965
3368,0.301474899054
3371,0.224545776844
3372,0.454429715872
3375,0.397640198469
3384,0.346819519997
3387,0.307688981295
3393,0.346465349197
3406,0.399845778942
3411,0.510250389576
3412,0.550086557865
3414,0.569724440575
3417,0.645864605904
3420,0.799144923687
3423,0.819613397121
3436,0.303203910589
3438,0.647043466568
3442,0.265419453382
3443,0.329047828913
3451,0.270359575748
3461,0.374545067549
3489,0.221159189939
3491,0.480554133654
3510,0.643743872643
3515,0.525627195835
3527,0.39386767149
3530,0.369134098291
3540,0.346750974655
3582,0.271201699972
3604,0.296669185162
3605,0.267548292875
3609,0.32185447216
3624,0.24968470633
3628,0.802282035351
3630,0.251135915518
3641,0.244045838714
3642,0.262576192617
3648,0.31103476882
3650,0.950221836567
3652,0.952179193497
3660,0.409103125334
3664,0.292985886335
3670,0.288827717304
3672,0.300699084997
3680,0.3248282969
3682,0.960699379444
3685,0.609165489674
3686,0.275462776423
3689,0.382433801889
3705,0.351867944002
3712,0.262918621302
3713,0.364950567484
3719,0.311133265495
3721,0.280400663614
3723,0.611332595348
3724,0.198356255889
3727,0.291159391403
3733,0.537992954254
3734,0.418554604053
3742,0.34313878417
3770,0.21459197998
3777,0.332391440868
3778,0.361347258091
3780,0.411506026983
3783,0.456512361765
3784,0.429749846458
3788,0.352733612061
3790,0.350751429796
